City,Product Type,Trip or Order Status,Request Time,Begin Trip Time,Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time,Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Fare Amount,Fare Currency
Hyderabad,Express Pool: MATCHED,COMPLETED,2019-05-26 10:15:57 +0000 UTC,2019-05-26 10:29:38 +0000 UTC,17.457221,78.4782932,"Amar Jyoti Colony, Anand Nagar, Secunderabad, Telangana 500011, India",2019-05-26 11:00:43 +0000 UTC,17.4115192,78.4443396,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",8.80,159,INR
Hyderabad,UberAuto,CANCELED,2019-05-26 10:14:34 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,UberGo,COMPLETED,2019-05-25 05:22:44 +0000 UTC,2019-05-25 05:36:32 +0000 UTC,17.4559097,78.4789332,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-05-25 05:47:19 +0000 UTC,17.4432462,78.4868909,"Sardar Patel Road, NCC Ground, Gunrock Enclave, Secunderabad, Telangana 500003, India",1.92,72.52,INR
Hyderabad,UberAuto,CANCELED,2019-05-25 05:21:28 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"S.P Road Secunderabad, Opp Fire Station, Hyderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,UberGo,CANCELED,2019-05-25 05:20:20 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4411636,78.4871584,,1970-01-01 00:00:00 +0000 UTC,17.4411633,78.4871585,"Mahatma Gandhi Rd, NCC Ground, Gunrock Enclave, Secunderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2019-05-25 05:19:04 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Mahatma Gandhi Rd, NCC Ground, Gunrock Enclave, Secunderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,Express Pool: MATCHED,COMPLETED,2019-05-18 05:39:49 +0000 UTC,2019-05-18 05:50:34 +0000 UTC,17.4564871,78.4793115,"Amar Jyoti Colony, Anand Nagar, Secunderabad, Telangana 500011, India",2019-05-18 06:38:49 +0000 UTC,17.4350201,78.4054733,"Rd Number 22, Aditya Enclave, Venkatagiri, Jubilee Hills, Hyderabad, Telangana 500033, India",8.92,139,INR
Hyderabad,UberAuto,COMPLETED,2019-05-12 15:34:50 +0000 UTC,2019-05-12 15:44:20 +0000 UTC,17.4223405,78.4311356,"8-2-293/10, SV Nagar No 14 Rd, GS Nagar, Nandi Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",2019-05-12 16:09:53 +0000 UTC,17.4562848,78.4793196,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",6.73,142.3,INR
Hyderabad,,UNFULFILLED,2019-05-12 15:32:00 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Pool: MATCHED,COMPLETED,2019-05-12 12:54:34 +0000 UTC,2019-05-12 12:59:50 +0000 UTC,17.4560465,78.4790474,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-05-12 13:21:05 +0000 UTC,17.4231847,78.4316665,"418, 8-2, 287/12, Rd Number 14, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",6.23,129,INR
Hyderabad,UberAuto,CANCELED,2019-05-12 12:53:09 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"418, 8-2, 287/12, Rd Number 14, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-05-12 12:48:46 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"418, 8-2, 287/12, Rd Number 14, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-05-12 12:45:27 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"418, 8-2, 287/12, Rd Number 14, BNR Colony, Venkat Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-05-11 05:10:08 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4431777,78.4861764,,1970-01-01 00:00:00 +0000 UTC,17.4432125,78.4858764,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,Pool: MATCHED,COMPLETED,2019-05-11 04:23:48 +0000 UTC,2019-05-11 04:31:47 +0000 UTC,17.455914,78.4788902,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-05-11 04:41:52 +0000 UTC,17.4413538,78.4956489,"1-1-100-103, Rashtrapati Rd, Kummari Guda, Kalasiguda, Secunderabad, Telangana 500003, India",2.19,59,INR
Hyderabad,UberAuto,COMPLETED,2019-04-28 10:33:37 +0000 UTC,2019-04-28 10:40:16 +0000 UTC,17.4563081,78.479327,"Bowenpally, Secunderabad, Telangana 500011, India",2019-04-28 11:12:41 +0000 UTC,17.4114842,78.4444882,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",4.87,164.72,INR
Hyderabad,Express Pool: MATCHED,COMPLETED,2019-04-22 08:18:57 +0000 UTC,2019-04-22 08:32:44 +0000 UTC,17.45716,78.4785517,"Sri Apartments, AH43, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-04-22 08:43:24 +0000 UTC,17.4399083,78.4842783,"1-8/57, PG Road, Jawahar Nagar Colony, Krishna Nagar Colony, Ramgopalpet, Hyderabad, Telangana 500003, India",1.98,59,INR
Hyderabad,,UNFULFILLED,2019-04-22 08:16:21 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"1-8-57, Penderghast Road, Jawahar Nagar Colony, Jogani, Ramgopalpet, Jawahar Nagar Colony, Krishna Nagar Colony, Ramgopalpet, Secunderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,UberAuto,COMPLETED,2019-04-21 10:39:38 +0000 UTC,2019-04-21 10:49:52 +0000 UTC,17.4568668,78.4786369,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-04-21 11:14:14 +0000 UTC,17.4112638,78.4448202,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",6.81,157.58,INR
Hyderabad,Moto,CANCELED,2019-04-21 10:39:05 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4434001,78.4792893,,1970-01-01 00:00:00 +0000 UTC,17.4434311,78.4784477,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-04-21 10:36:53 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2019-04-14 13:31:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.441876,78.4875986,,1970-01-01 00:00:00 +0000 UTC,17.4428217,78.4874553,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberGo,COMPLETED,2019-04-14 10:34:52 +0000 UTC,2019-04-14 10:46:04 +0000 UTC,17.4561442,78.4794148,"Bowenpally, Secunderabad, Telangana 500011, India",2019-04-14 11:08:55 +0000 UTC,17.4114458,78.4446655,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",6.83,166.29,INR
Hyderabad,Moto,COMPLETED,2019-04-13 14:20:34 +0000 UTC,2019-04-13 14:23:57 +0000 UTC,17.4269367,78.4528605,Hyderabad Central,2019-04-13 14:36:32 +0000 UTC,17.4255095,78.4086577,"Plot No. 1335/A, 3rd Floor, Rd Number 45, Jubilee Hills, Hyderabad, Telangana 500033, India",3.51,71.87,INR
Hyderabad,UberAuto,CANCELED,2019-04-06 10:44:01 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"SD Road, Sappu Bagh Apaprtment, Jogani, Ramgopalpet, Secunderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,UberAuto,CANCELED,2019-04-06 10:42:47 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"SD Road, Sappu Bagh Apaprtment, Jogani, Ramgopalpet, Secunderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,UberGo,CANCELED,2019-04-06 10:40:02 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4470207,78.4920072,,1970-01-01 00:00:00 +0000 UTC,17.4467539,78.491907,,0.00,0,INR
Hyderabad,Express Pool,CANCELED,2019-04-06 10:36:32 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4641317,78.4519967,,1970-01-01 00:00:00 +0000 UTC,17.463855,78.457005,"Sardar Patel Road, NCC Ground, Gunrock Enclave, Secunderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,UberGo,COMPLETED,2019-04-01 05:00:48 +0000 UTC,2019-04-01 05:09:53 +0000 UTC,17.4559536,78.4789202,"Unnamed Road, Bowenpally Colony, Bowenpally, Hyderabad, Telangana 500011, India",2019-04-01 05:23:24 +0000 UTC,17.4423395,78.4879876,"Mahatma Gandhi Rd, Opposite Paradise, Sandhu Apartment, Kalasiguda, Secunderabad, Telangana 500003, India",1.60,94.03,INR
Hyderabad,UberAuto,COMPLETED,2019-03-31 14:48:46 +0000 UTC,2019-03-31 14:58:41 +0000 UTC,17.4023254,78.5183332,"2-2-20/20, Durgabai Deshmukh Colony C-Lane, Indraprasth Colony, DD Colony, Amberpet, Hyderabad, Telangana 500013, India",2019-03-31 15:17:59 +0000 UTC,17.4347589,78.5053991,"Rathifile Bus Station Rd, Regimental Bazaar, Shivaji Nagar, Hyderabad, Telangana 500003, India",4.43,100.06,INR
Hyderabad,UberAuto,CANCELED,2019-03-31 14:34:06 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Rathifile Bus Station Rd, Regimental Bazaar, Shivaji Nagar, Hyderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,Moto,COMPLETED,2019-03-31 10:32:28 +0000 UTC,2019-03-31 10:40:56 +0000 UTC,17.4564133,78.4793933,"NH 44, Napier Lines, Bowenpally, Secunderabad, Telangana 500011, India",2019-03-31 10:46:21 +0000 UTC,17.4438983,78.487435,,1.42,40.98,INR
Hyderabad,Moto,CANCELED,2019-03-31 10:30:56 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"Rathifile Bus Station Rd, Regimental Bazaar, Shivaji Nagar, Hyderabad, Telangana 500003, India",0.00,0,INR
Hyderabad,UberAuto,COMPLETED,2019-03-30 13:10:37 +0000 UTC,2019-03-30 13:16:33 +0000 UTC,17.4452192,78.3748185,"5, Phase 2, HITEC City, Hyderabad, Telangana 500081, India",2019-03-30 13:19:52 +0000 UTC,17.4507315,78.3796607,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",0.82,43.81,INR
Hyderabad,UberAuto,COMPLETED,2019-03-30 10:45:08 +0000 UTC,2019-03-30 10:50:39 +0000 UTC,17.4485247,78.3828667,"My Home Hub, Hitech City Rd, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081, India",2019-03-30 10:56:23 +0000 UTC,17.4469446,78.373051,"TSIIC Park Opposite to HSBC TSIIC Park, Phase 2, HITEC City, Hyderabad, Telangana 500081, India",1.35,50.11,INR
Hyderabad,UberAuto,COMPLETED,2019-03-28 15:34:08 +0000 UTC,2019-03-28 15:44:34 +0000 UTC,17.4449984,78.4662209,,2019-03-28 15:56:11 +0000 UTC,17.4559,78.4789371,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",2.86,85.19,INR
Hyderabad,UberGo,COMPLETED,2019-03-27 23:28:21 +0000 UTC,2019-03-27 23:31:41 +0000 UTC,17.4436777,78.4873272,"Mahatma Gandhi Rd, Paigah Colony, Secunderabad, Telangana 500016, India",2019-03-27 23:35:38 +0000 UTC,17.455837,78.4788337,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",1.28,72.3,INR
Delhi NCR,Pool,COMPLETED,2019-03-27 09:33:41 +0000 UTC,2019-03-27 09:38:10 +0000 UTC,28.6123364,77.2474255,Pragati Maidan Gate No. 1 Pragati Maidan,2019-03-27 09:59:56 +0000 UTC,28.6324659,77.2164275,,3.53,69,INR
Delhi NCR,Pool,COMPLETED,2019-03-27 05:59:48 +0000 UTC,2019-03-27 06:09:31 +0000 UTC,28.595587,77.1958693,"Chanakyapuri Ashok Hotel (I. T. D. C.) 50 -B, Chanakyapuri, New Delhi, Delhi 110021, India",2019-03-27 06:24:01 +0000 UTC,28.6103239,77.2333989,"National Gallery of Modern Art, Justice SB Marg, Delhi High Court, India Gate, New Delhi, Delhi 110003, India",3.82,69,INR
Delhi NCR,Pool,COMPLETED,2019-03-27 05:13:51 +0000 UTC,2019-03-27 05:18:12 +0000 UTC,28.5873492,77.1828507,,2019-03-27 05:22:30 +0000 UTC,28.5955905,77.1955752,"Chanakyapuri Ashok Hotel (I. T. D. C.) 50 -B, Chanakyapuri, New Delhi, Delhi 110021, India",1.38,39,INR
Delhi NCR,Pool,COMPLETED,2019-03-27 03:56:06 +0000 UTC,2019-03-27 03:59:36 +0000 UTC,28.5974407,77.2108,"Tees January Road Area, Tughlak Road Area, New Delhi, Delhi 110001, India",2019-03-27 04:06:49 +0000 UTC,28.5876979,77.1798272,"EP.4 Chandragupta Marg, Chanakyapuri, Chanakyapuri, New Delhi, Delhi 110021, India",2.54,59,INR
Delhi NCR,Pool,CANCELED,2019-03-26 09:43:47 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,28.58371,77.1920383,,1970-01-01 00:00:00 +0000 UTC,28.58371,77.1920383,"Rajiv Chowk, Block B, Connaught Place, New Delhi, Delhi 110001, India",0.00,0,INR
Delhi NCR,UberAuto,COMPLETED,2019-03-26 02:57:27 +0000 UTC,2019-03-26 03:00:50 +0000 UTC,28.6346159,77.2837093,"DA 4/A,1st floor,shakarpur, Main Road, Vikas Marg, Block Da, Shakarpur Khas, Delhi, 110092, India",2019-03-26 03:30:18 +0000 UTC,28.5875263,77.1811237,"EP.4 Chandragupta Marg, Chanakyapuri, Chanakyapuri, New Delhi, Delhi 110021, India",8.67,149.36,INR
Delhi NCR,UberAuto,COMPLETED,2019-03-25 13:14:15 +0000 UTC,2019-03-25 13:18:27 +0000 UTC,28.616645,77.2125836,"Rafi Ahmed Kidwai Marg, Rajpath Road Area, Central Secretariat, New Delhi, Delhi 110001, India",2019-03-25 13:21:50 +0000 UTC,28.6132931,77.2247704,"India Gate, New Delhi, Delhi, India",0.98,60.01,INR
Delhi NCR,Pool: MATCHED,COMPLETED,2019-03-25 06:21:53 +0000 UTC,2019-03-25 06:26:30 +0000 UTC,28.5900906,77.1813627,,2019-03-25 06:43:33 +0000 UTC,28.6032612,77.2197322,"Aurangzeb Road, New Delhi, Delhi 110011, India",4.41,69,INR
Delhi NCR,UberAuto,COMPLETED,2019-03-25 04:45:58 +0000 UTC,2019-03-25 04:50:26 +0000 UTC,28.5615648,77.1660775,"A8/1, Block A, Vasant Vihar, New Delhi, Delhi 110070, India",2019-03-25 05:06:16 +0000 UTC,28.5877151,77.1799121,"EP.4 Chandragupta Marg, Chanakyapuri, Chanakyapuri, New Delhi, Delhi 110021, India",3.68,77.65,INR
Delhi NCR,UberGo,COMPLETED,2019-03-25 04:03:45 +0000 UTC,2019-03-25 04:07:19 +0000 UTC,28.6438376,77.1881752,"26, Block 1, WEA, Karol Bagh, New Delhi, Delhi 110005, India",2019-03-25 04:40:20 +0000 UTC,28.562953,77.1658767,"A-9, Block A, Vasant Vihar, New Delhi, Delhi 110070, India",8.80,251.59,INR
Delhi NCR,UberAuto,CANCELED,2019-03-25 04:03:02 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"A-9, Block A, Vasant Vihar, New Delhi, Delhi 110070, India",0.00,0,INR
Delhi NCR,UberAuto,CANCELED,2019-03-25 04:02:35 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"EP.4 Chandragupta Marg, Chanakyapuri, Chanakyapuri, New Delhi, Delhi 110021, India",0.00,0,INR
Delhi NCR,UberAuto,CANCELED,2019-03-25 03:59:18 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,28.6376,77.18568,,1970-01-01 00:00:00 +0000 UTC,28.6347817,77.1873267,"A-9, Block A, Vasant Vihar, New Delhi, Delhi 110070, India",0.00,0,INR
Delhi NCR,UberAuto,CANCELED,2019-03-25 03:56:23 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"A-9, Block A, Vasant Vihar, New Delhi, Delhi 110070, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-03-24 10:47:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,,UNFULFILLED,2019-03-24 10:43:14 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,,,,1970-01-01 00:00:00 +0000 UTC,,,"8-2-674/B/2/28, Rd Number 13A, Sai Nagar Colony, Mithila Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-03-23 17:18:20 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.440013,78.3953203,,1970-01-01 00:00:00 +0000 UTC,17.440014,78.3953113,"Bowenpally,, New Bowenpally, Secunderabad, Telangana 500009, India",0.00,0,INR
Hyderabad,UberAuto,COMPLETED,2019-03-23 16:59:42 +0000 UTC,2019-03-23 17:04:01 +0000 UTC,17.4536713,78.3638465,"202, Gachibowli - Miyapur Rd, Ashok Nagar, Golden Habitat, Whitefields, Kondapur, Hyderabad, Telangana 500081, India",2019-03-23 17:16:14 +0000 UTC,17.4487825,78.3834603,"NIFT, Hitech City Rd, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081, India",2.68,70.21,INR
Hyderabad,UberAuto,COMPLETED,2019-03-23 15:09:20 +0000 UTC,2019-03-23 15:20:48 +0000 UTC,17.4332814,78.3865531,Inorbit Mall Main Entrance Ground Floor Inorbit Mall,2019-03-23 15:31:45 +0000 UTC,17.4533925,78.3639136,"Shop No 1 & 2, Door No: 2-91/9/NR, Street Number 2, Ashok Nagar, Golden Habitat, Whitefields, Kondapur, Hyderabad, Telangana 500084, India",3.13,82.17,INR
Hyderabad,UberAuto,CANCELED,2019-03-23 13:24:37 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4532687,78.3797498,,1970-01-01 00:00:00 +0000 UTC,17.4519105,78.3810573,"Silpa Gram Craft Village, Madhapur, Hyderabad, Telangana 500081, India",0.00,0,INR
Hyderabad,Moto,CANCELED,2019-03-23 13:18:08 +0000 UTC,1970-01-01 00:00:00 +0000 UTC,17.4423506,78.3891543,,1970-01-01 00:00:00 +0000 UTC,17.4414309,78.3888135,"Silpa Gram Craft Village, Madhapur, Hyderabad, Telangana 500081, India",0.00,0,INR
